time,work_title,kudos,hits,bookmarks,comments,chapters,words
2025-10-23 18:28:08.206537,immutable,102,733,14,10,1,2997
2025-10-23 18:28:08.206537,father/daughter,71,821,11,27,1,2447
2025-10-23 18:28:08.206537,brother (noun),70,739,10,25,1,2206
2025-10-23 18:28:08.206537,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-23 18:28:08.206537,Puppet Tightly Strung,903,18950,149,637,17,60028
2025-10-23 18:28:08.206537,blood of the covenant,185,1521,35,41,1,3106
2025-10-23 18:28:08.206537,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-23 18:28:08.206537,Aegis,267,2360,25,23,1,1783
2025-10-23 18:28:08.206537,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-23 18:28:08.206537,Reunited,214,1634,7,15,1,3512
2025-10-23 18:28:08.206537,Wedding,204,1747,13,7,2,4149
2025-10-24 01:44:28.629171,The Brothers Hamato,70,912,16,86,7,32011
2025-10-24 01:44:28.629171,For the Family,40,361,9,22,1,4417
2025-10-24 01:44:28.629171,Noose Loosely Wound,430,10659,46,580,18,73440
2025-10-24 01:44:28.629171,Blame (Lies),41,495,8,14,1,2486
2025-10-24 01:44:28.629171,I am my father's daughter,47,458,5,5,1,3810
2025-10-24 01:44:28.629171,immutable,102,733,14,10,1,2997
2025-10-24 01:44:28.629171,father/daughter,72,823,12,27,1,2447
2025-10-24 01:44:28.629171,brother (noun),70,739,10,25,1,2206
2025-10-24 01:44:28.629171,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-24 01:44:28.629171,Puppet Tightly Strung,903,18954,149,637,17,60028
2025-10-24 01:44:28.629171,blood of the covenant,185,1522,35,41,1,3106
2025-10-24 01:44:28.629171,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-24 01:44:28.629171,Aegis,267,2360,25,23,1,1783
2025-10-24 01:44:28.629171,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-24 01:44:28.629171,Reunited,214,1634,7,15,1,3512
2025-10-24 01:44:28.629171,Wedding,204,1747,13,7,2,4149
2025-10-24 11:11:22.089297,The Brothers Hamato,71,939,16,89,7,32011
2025-10-24 11:11:22.089297,For the Family,40,364,9,22,1,4417
2025-10-24 11:11:22.089297,Noose Loosely Wound,430,10659,46,580,18,73440
2025-10-24 11:11:22.089297,Blame (Lies),41,495,8,14,1,2486
2025-10-24 11:11:22.089297,I am my father's daughter,48,459,5,5,1,3810
2025-10-24 11:11:22.089297,immutable,102,733,14,10,1,2997
2025-10-24 11:11:22.089297,father/daughter,72,823,12,27,1,2447
2025-10-24 11:11:22.089297,brother (noun),70,739,10,25,1,2206
2025-10-24 11:11:22.089297,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-24 11:11:22.089297,Puppet Tightly Strung,903,18956,149,637,17,60028
2025-10-24 11:11:22.089297,blood of the covenant,185,1522,35,41,1,3106
2025-10-24 11:11:22.089297,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-24 11:11:22.089297,Aegis,267,2360,25,23,1,1783
2025-10-24 11:11:22.089297,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-24 11:11:22.089297,Reunited,214,1634,7,15,1,3512
2025-10-24 11:11:22.089297,Wedding,204,1748,13,7,2,4149
2025-10-24 17:26:01.376622,The Brothers Hamato,71,955,16,93,7,32011
2025-10-24 17:26:01.376622,For the Family,40,365,9,22,1,4417
2025-10-24 17:26:01.376622,Noose Loosely Wound,430,10660,46,580,18,73440
2025-10-24 17:26:01.376622,Blame (Lies),41,495,8,14,1,2486
2025-10-24 17:26:01.376622,I am my father's daughter,48,459,5,5,1,3810
2025-10-24 17:26:01.376622,immutable,102,733,14,10,1,2997
2025-10-24 17:26:01.376622,father/daughter,72,824,12,27,1,2447
2025-10-24 17:26:01.376622,brother (noun),70,739,10,25,1,2206
2025-10-24 17:26:01.376622,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-24 17:26:01.376622,Puppet Tightly Strung,903,18960,149,638,17,60028
2025-10-24 17:26:01.376622,blood of the covenant,185,1522,35,41,1,3106
2025-10-24 17:26:01.376622,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-24 17:26:01.376622,Aegis,267,2360,25,23,1,1783
2025-10-24 17:26:01.376622,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-24 17:26:01.376622,Reunited,214,1634,7,15,1,3512
2025-10-24 17:26:01.376622,Wedding,204,1748,13,7,2,4149
2025-10-24 18:00:07.175632,The Brothers Hamato,71,955,16,93,7,32011
2025-10-24 18:00:07.175632,For the Family,40,365,9,22,1,4417
2025-10-24 18:00:07.175632,Noose Loosely Wound,430,10660,46,580,18,73440
2025-10-24 18:00:07.175632,Blame (Lies),41,495,8,14,1,2486
2025-10-24 18:00:07.175632,I am my father's daughter,48,459,5,5,1,3810
2025-10-24 18:00:07.175632,immutable,102,733,14,10,1,2997
2025-10-24 18:00:07.175632,father/daughter,72,824,12,27,1,2447
2025-10-24 18:00:07.175632,brother (noun),70,739,10,25,1,2206
2025-10-24 18:00:07.175632,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-24 18:00:07.175632,Puppet Tightly Strung,903,18960,149,638,17,60028
2025-10-24 18:00:07.175632,blood of the covenant,185,1522,35,41,1,3106
2025-10-24 18:00:07.175632,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-24 18:00:07.175632,Aegis,267,2360,25,23,1,1783
2025-10-24 18:00:07.175632,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-24 18:00:07.175632,Reunited,214,1634,7,15,1,3512
2025-10-24 18:00:07.175632,Wedding,204,1748,13,7,2,4149
2025-10-24 20:15:16.581725,The Brothers Hamato,71,959,16,94,7,32011
2025-10-24 20:15:16.581725,For the Family,40,365,9,22,1,4417
2025-10-24 20:15:16.581725,Noose Loosely Wound,430,10660,46,580,18,73440
2025-10-24 20:15:16.581725,Blame (Lies),41,495,8,14,1,2486
2025-10-24 20:15:16.581725,I am my father's daughter,48,459,5,5,1,3810
2025-10-24 20:15:16.581725,immutable,102,733,14,10,1,2997
2025-10-24 20:15:16.581725,father/daughter,72,824,12,27,1,2447
2025-10-24 20:15:16.581725,brother (noun),70,739,10,25,1,2206
2025-10-24 20:15:16.581725,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-24 20:15:16.581725,Puppet Tightly Strung,903,18964,149,638,17,60028
2025-10-24 20:15:16.581725,blood of the covenant,185,1522,35,41,1,3106
2025-10-24 20:15:16.581725,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-24 20:15:16.581725,Aegis,267,2360,25,23,1,1783
2025-10-24 20:15:16.581725,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-24 20:15:16.581725,Reunited,214,1634,7,15,1,3512
2025-10-24 20:15:16.581725,Wedding,204,1748,13,7,2,4149
2025-10-24 20:15:29.336138,The Brothers Hamato,71,959,16,94,7,32011
2025-10-24 20:15:29.336138,For the Family,40,365,9,22,1,4417
2025-10-24 20:15:29.336138,Noose Loosely Wound,430,10660,46,580,18,73440
2025-10-24 20:15:29.336138,Blame (Lies),41,495,8,14,1,2486
2025-10-24 20:15:29.336138,I am my father's daughter,48,459,5,5,1,3810
2025-10-24 20:15:29.336138,immutable,102,733,14,10,1,2997
2025-10-24 20:15:29.336138,father/daughter,72,824,12,27,1,2447
2025-10-24 20:15:29.336138,brother (noun),70,739,10,25,1,2206
2025-10-24 20:15:29.336138,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-24 20:15:29.336138,Puppet Tightly Strung,903,18964,149,638,17,60028
2025-10-24 20:15:29.336138,blood of the covenant,185,1522,35,41,1,3106
2025-10-24 20:15:29.336138,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-24 20:15:29.336138,Aegis,267,2360,25,23,1,1783
2025-10-24 20:15:29.336138,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-24 20:15:29.336138,Reunited,214,1634,7,15,1,3512
2025-10-24 20:15:29.336138,Wedding,204,1748,13,7,2,4149
2025-10-24 20:29:11.697691,The Brothers Hamato,71,959,16,94,7,32011
2025-10-24 20:29:11.697691,For the Family,40,365,9,22,1,4417
2025-10-24 20:29:11.697691,Noose Loosely Wound,430,10660,46,580,18,73440
2025-10-24 20:29:11.697691,Blame (Lies),41,495,8,14,1,2486
2025-10-24 20:29:11.697691,I am my father's daughter,48,459,5,5,1,3810
2025-10-24 20:29:11.697691,immutable,102,733,14,10,1,2997
2025-10-24 20:29:11.697691,father/daughter,72,824,12,27,1,2447
2025-10-24 20:29:11.697691,brother (noun),70,739,10,25,1,2206
2025-10-24 20:29:11.697691,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-24 20:29:11.697691,Puppet Tightly Strung,903,18964,149,638,17,60028
2025-10-24 20:29:11.697691,blood of the covenant,185,1522,35,41,1,3106
2025-10-24 20:29:11.697691,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-24 20:29:11.697691,Aegis,267,2360,25,23,1,1783
2025-10-24 20:29:11.697691,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-24 20:29:11.697691,Reunited,214,1634,7,15,1,3512
2025-10-24 20:29:11.697691,Wedding,204,1748,13,7,2,4149
2025-10-24 20:29:41.793716,The Brothers Hamato,71,959,16,94,7,32011
2025-10-24 20:29:41.793716,For the Family,40,365,9,22,1,4417
2025-10-24 20:29:41.793716,Noose Loosely Wound,430,10660,46,580,18,73440
2025-10-24 20:29:41.793716,Blame (Lies),41,495,8,14,1,2486
2025-10-24 20:29:41.793716,I am my father's daughter,48,459,5,5,1,3810
2025-10-24 20:29:41.793716,immutable,102,733,14,10,1,2997
2025-10-24 20:29:41.793716,father/daughter,72,824,12,27,1,2447
2025-10-24 20:29:41.793716,brother (noun),70,739,10,25,1,2206
2025-10-24 20:29:41.793716,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-24 20:29:41.793716,Puppet Tightly Strung,903,18964,149,638,17,60028
2025-10-24 20:29:41.793716,blood of the covenant,185,1522,35,41,1,3106
2025-10-24 20:29:41.793716,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-24 20:29:41.793716,Aegis,267,2360,25,23,1,1783
2025-10-24 20:29:41.793716,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-24 20:29:41.793716,Reunited,214,1634,7,15,1,3512
2025-10-24 20:29:41.793716,Wedding,204,1748,13,7,2,4149
2025-10-25 00:00:11.228637,The Brothers Hamato,71,961,16,94,7,32011
2025-10-25 00:00:11.228637,For the Family,40,365,9,22,1,4417
2025-10-25 00:00:11.228637,Noose Loosely Wound,430,10663,46,580,18,73440
2025-10-25 00:00:11.228637,Blame (Lies),41,495,8,14,1,2486
2025-10-25 00:00:11.228637,I am my father's daughter,48,459,5,5,1,3810
2025-10-25 00:00:11.228637,immutable,102,733,14,10,1,2997
2025-10-25 00:00:11.228637,father/daughter,72,824,12,27,1,2447
2025-10-25 00:00:11.228637,brother (noun),70,739,10,25,1,2206
2025-10-25 00:00:11.228637,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-25 00:00:11.228637,Puppet Tightly Strung,903,18968,149,638,17,60028
2025-10-25 00:00:11.228637,blood of the covenant,185,1522,35,41,1,3106
2025-10-25 00:00:11.228637,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-25 00:00:11.228637,Aegis,267,2361,25,23,1,1783
2025-10-25 00:00:11.228637,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-25 00:00:11.228637,Reunited,214,1634,7,15,1,3512
2025-10-25 00:00:11.228637,Wedding,204,1748,13,7,2,4149
2025-10-25 10:04:19.824376,The Brothers Hamato,71,970,16,94,7,32011
2025-10-25 10:04:19.824376,For the Family,40,366,9,22,1,4417
2025-10-25 10:04:19.824376,Noose Loosely Wound,430,10663,46,580,18,73440
2025-10-25 10:04:19.824376,Blame (Lies),41,495,8,14,1,2486
2025-10-25 10:04:19.824376,I am my father's daughter,48,459,5,5,1,3810
2025-10-25 10:04:19.824376,immutable,102,733,14,10,1,2997
2025-10-25 10:04:19.824376,father/daughter,72,825,12,27,1,2447
2025-10-25 10:04:19.824376,brother (noun),70,739,10,25,1,2206
2025-10-25 10:04:19.824376,Annihilation: Hamato,164,1372,12,44,1,3354
2025-10-25 10:04:19.824376,Puppet Tightly Strung,903,18970,149,638,17,60028
2025-10-25 10:04:19.824376,blood of the covenant,185,1522,35,41,1,3106
2025-10-25 10:04:19.824376,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-25 10:04:19.824376,Aegis,267,2361,25,23,1,1783
2025-10-25 10:04:19.824376,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-25 10:04:19.824376,Reunited,214,1634,7,15,1,3512
2025-10-25 10:04:19.824376,Wedding,204,1748,13,7,2,4149
2025-10-27 23:14:39.551531,The Brothers Hamato,72,1012,16,94,7,32011
2025-10-27 23:14:39.551531,For the Family,40,372,9,22,1,4417
2025-10-27 23:14:39.551531,Noose Loosely Wound,430,10676,45,580,18,73440
2025-10-27 23:14:39.551531,Blame (Lies),41,496,8,14,1,2486
2025-10-27 23:14:39.551531,I am my father's daughter,49,462,6,5,1,3810
2025-10-27 23:14:39.551531,immutable,102,733,14,10,1,2997
2025-10-27 23:14:39.551531,father/daughter,73,827,13,27,1,2447
2025-10-27 23:14:39.551531,brother (noun),70,740,10,25,1,2206
2025-10-27 23:14:39.551531,Annihilation: Hamato,164,1375,12,44,1,3354
2025-10-27 23:14:39.551531,Puppet Tightly Strung,904,19004,149,638,17,60028
2025-10-27 23:14:39.551531,blood of the covenant,185,1525,35,41,1,3106
2025-10-27 23:14:39.551531,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-27 23:14:39.551531,Aegis,267,2366,25,23,1,1783
2025-10-27 23:14:39.551531,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-27 23:14:39.551531,Reunited,214,1634,7,15,1,3512
2025-10-27 23:14:39.551531,Wedding,204,1748,13,7,2,4149
2025-10-27 23:16:39.764389,The Brothers Hamato,72,1012,16,94,7,32011
2025-10-27 23:16:39.764389,For the Family,40,372,9,22,1,4417
2025-10-27 23:16:39.764389,Noose Loosely Wound,430,10676,45,580,18,73440
2025-10-27 23:16:39.764389,Blame (Lies),41,496,8,14,1,2486
2025-10-27 23:16:39.764389,I am my father's daughter,49,462,6,5,1,3810
2025-10-27 23:16:39.764389,immutable,102,733,14,10,1,2997
2025-10-27 23:16:39.764389,father/daughter,73,827,13,27,1,2447
2025-10-27 23:16:39.764389,brother (noun),70,740,10,25,1,2206
2025-10-27 23:16:39.764389,Annihilation: Hamato,164,1375,12,44,1,3354
2025-10-27 23:16:39.764389,Puppet Tightly Strung,904,19004,149,638,17,60028
2025-10-27 23:16:39.764389,blood of the covenant,185,1525,35,41,1,3106
2025-10-27 23:16:39.764389,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-27 23:16:39.764389,Aegis,267,2366,25,23,1,1783
2025-10-27 23:16:39.764389,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-27 23:16:39.764389,Reunited,214,1634,7,15,1,3512
2025-10-27 23:16:39.764389,Wedding,204,1748,13,7,2,4149
2025-10-28 23:29:13.109200,The Brothers Hamato,73,1029,16,101,7,32011
2025-10-28 23:29:13.109200,For the Family,40,373,9,22,1,4417
2025-10-28 23:29:13.109200,Noose Loosely Wound,430,10684,45,580,18,73440
2025-10-28 23:29:13.109200,Blame (Lies),41,500,8,14,1,2486
2025-10-28 23:29:13.109200,I am my father's daughter,50,464,6,5,1,3810
2025-10-28 23:29:13.109200,immutable,102,734,14,10,1,2997
2025-10-28 23:29:13.109200,father/daughter,74,830,13,27,1,2447
2025-10-28 23:29:13.109200,brother (noun),70,740,10,25,1,2206
2025-10-28 23:29:13.109200,Annihilation: Hamato,164,1376,12,44,1,3354
2025-10-28 23:29:13.109200,Puppet Tightly Strung,904,19020,150,640,17,60028
2025-10-28 23:29:13.109200,blood of the covenant,185,1527,35,41,1,3106
2025-10-28 23:29:13.109200,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-28 23:29:13.109200,Aegis,267,2367,25,23,1,1783
2025-10-28 23:29:13.109200,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-28 23:29:13.109200,Reunited,214,1634,7,15,1,3512
2025-10-28 23:29:13.109200,Wedding,204,1748,13,7,2,4149
2025-10-28 23:32:08.162029,The Brothers Hamato,73,1029,16,101,7,32011
2025-10-28 23:32:08.162029,For the Family,40,373,9,22,1,4417
2025-10-28 23:32:08.162029,Noose Loosely Wound,430,10684,45,580,18,73440
2025-10-28 23:32:08.162029,Blame (Lies),41,500,8,14,1,2486
2025-10-28 23:32:08.162029,I am my father's daughter,50,464,6,5,1,3810
2025-10-28 23:32:08.162029,immutable,102,734,14,10,1,2997
2025-10-28 23:32:08.162029,father/daughter,74,830,13,27,1,2447
2025-10-28 23:32:08.162029,brother (noun),70,740,10,25,1,2206
2025-10-28 23:32:08.162029,Annihilation: Hamato,164,1376,12,44,1,3354
2025-10-28 23:32:08.162029,Puppet Tightly Strung,904,19020,150,640,17,60028
2025-10-28 23:32:08.162029,blood of the covenant,185,1527,35,41,1,3106
2025-10-28 23:32:08.162029,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-28 23:32:08.162029,Aegis,267,2367,25,23,1,1783
2025-10-28 23:32:08.162029,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-28 23:32:08.162029,Reunited,214,1634,7,15,1,3512
2025-10-28 23:32:08.162029,Wedding,204,1748,13,7,2,4149
2025-10-28 23:33:13.429986,The Brothers Hamato,73,1029,16,101,7,32011
2025-10-28 23:33:13.429986,For the Family,40,373,9,22,1,4417
2025-10-28 23:33:13.429986,Noose Loosely Wound,430,10684,45,580,18,73440
2025-10-28 23:33:13.429986,Blame (Lies),41,500,8,14,1,2486
2025-10-28 23:33:13.429986,I am my father's daughter,50,464,6,5,1,3810
2025-10-28 23:33:13.429986,immutable,102,734,14,10,1,2997
2025-10-28 23:33:13.429986,father/daughter,74,830,13,27,1,2447
2025-10-28 23:33:13.429986,brother (noun),70,740,10,25,1,2206
2025-10-28 23:33:13.429986,Annihilation: Hamato,164,1376,12,44,1,3354
2025-10-28 23:33:13.429986,Puppet Tightly Strung,904,19020,150,640,17,60028
2025-10-28 23:33:13.429986,blood of the covenant,185,1527,35,41,1,3106
2025-10-28 23:33:13.429986,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-28 23:33:13.429986,Aegis,267,2367,25,23,1,1783
2025-10-28 23:33:13.429986,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-28 23:33:13.429986,Reunited,214,1634,7,15,1,3512
2025-10-28 23:33:13.429986,Wedding,204,1748,13,7,2,4149
2025-10-29 00:05:37.413693,The Brothers Hamato,73,1029,16,101,7,32011
2025-10-29 00:05:37.413693,For the Family,40,373,9,22,1,4417
2025-10-29 00:05:37.413693,Noose Loosely Wound,430,10684,45,580,18,73440
2025-10-29 00:05:37.413693,Blame (Lies),41,500,8,14,1,2486
2025-10-29 00:05:37.413693,I am my father's daughter,50,464,6,5,1,3810
2025-10-29 00:05:37.413693,immutable,102,734,14,10,1,2997
2025-10-29 00:05:37.413693,father/daughter,74,830,13,27,1,2447
2025-10-29 00:05:37.413693,brother (noun),70,740,10,25,1,2206
2025-10-29 00:05:37.413693,Annihilation: Hamato,164,1376,12,44,1,3354
2025-10-29 00:05:37.413693,Puppet Tightly Strung,904,19020,150,640,17,60028
2025-10-29 00:05:37.413693,blood of the covenant,185,1527,35,41,1,3106
2025-10-29 00:05:37.413693,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-10-29 00:05:37.413693,Aegis,267,2367,25,23,1,1783
2025-10-29 00:05:37.413693,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-10-29 00:05:37.413693,Reunited,214,1634,7,15,1,3512
2025-10-29 00:05:37.413693,Wedding,204,1748,13,7,2,4149
2025-11-01 11:34:02.385576,The Brothers Hamato,74,1057,16,101,7,32011
2025-11-01 11:34:02.385576,For the Family,40,375,9,22,1,4417
2025-11-01 11:34:02.385576,Noose Loosely Wound,432,10700,45,580,18,73440
2025-11-01 11:34:02.385576,Blame (Lies),41,505,8,14,1,2486
2025-11-01 11:34:02.385576,I am my father's daughter,51,470,6,5,1,3810
2025-11-01 11:34:02.385576,immutable,102,735,14,10,1,2997
2025-11-01 11:34:02.385576,father/daughter,74,841,13,27,1,2447
2025-11-01 11:34:02.385576,brother (noun),71,743,10,25,1,2206
2025-11-01 11:34:02.385576,Annihilation: Hamato,164,1378,12,44,1,3354
2025-11-01 11:34:02.385576,Puppet Tightly Strung,904,19037,151,640,17,60028
2025-11-01 11:34:02.385576,blood of the covenant,186,1534,35,41,1,3106
2025-11-01 11:34:02.385576,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-11-01 11:34:02.385576,Aegis,267,2368,25,23,1,1783
2025-11-01 11:34:02.385576,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-11-01 11:34:02.385576,Reunited,214,1634,7,15,1,3512
2025-11-01 11:34:02.385576,Wedding,204,1748,13,7,2,4149
2025-11-01 12:00:11.846647,The Brothers Hamato,74,1057,16,101,7,32011
2025-11-01 12:00:11.846647,For the Family,40,375,9,22,1,4417
2025-11-01 12:00:11.846647,Noose Loosely Wound,432,10700,45,580,18,73440
2025-11-01 12:00:11.846647,Blame (Lies),41,505,8,14,1,2486
2025-11-01 12:00:11.846647,I am my father's daughter,51,470,6,5,1,3810
2025-11-01 12:00:11.846647,immutable,102,735,14,10,1,2997
2025-11-01 12:00:11.846647,father/daughter,74,841,13,27,1,2447
2025-11-01 12:00:11.846647,brother (noun),71,743,10,25,1,2206
2025-11-01 12:00:11.846647,Annihilation: Hamato,164,1378,12,44,1,3354
2025-11-01 12:00:11.846647,Puppet Tightly Strung,904,19037,151,640,17,60028
2025-11-01 12:00:11.846647,blood of the covenant,186,1534,35,41,1,3106
2025-11-01 12:00:11.846647,"Lone Rat, No Cubs",63,542,8,6,1,645
2025-11-01 12:00:11.846647,Aegis,267,2368,25,23,1,1783
2025-11-01 12:00:11.846647,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-11-01 12:00:11.846647,Reunited,214,1634,7,15,1,3512
2025-11-01 12:00:11.846647,Wedding,204,1748,13,7,2,4149
2025-11-04 19:03:35.841527,The Brothers Hamato,74,1075,16,101,7,32011
2025-11-04 19:03:35.841527,For the Family,40,378,9,22,1,4417
2025-11-04 19:03:35.841527,Noose Loosely Wound,432,10710,45,580,18,73440
2025-11-04 19:03:35.841527,Blame (Lies),41,508,8,14,1,2486
2025-11-04 19:03:35.841527,I am my father's daughter,51,475,6,5,1,3810
2025-11-04 19:03:35.841527,immutable,102,737,14,10,1,2997
2025-11-04 19:03:35.841527,father/daughter,74,848,13,27,1,2447
2025-11-04 19:03:35.841527,brother (noun),71,744,10,25,1,2206
2025-11-04 19:03:35.841527,Annihilation: Hamato,165,1383,12,44,1,3354
2025-11-04 19:03:35.841527,Puppet Tightly Strung,904,19080,153,640,17,60028
2025-11-04 19:03:35.841527,blood of the covenant,187,1538,35,41,1,3106
2025-11-04 19:03:35.841527,"Lone Rat, No Cubs",63,543,8,6,1,645
2025-11-04 19:03:35.841527,Aegis,267,2372,25,23,1,1783
2025-11-04 19:03:35.841527,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-11-04 19:03:35.841527,Reunited,214,1634,7,15,1,3512
2025-11-04 19:03:35.841527,Wedding,204,1749,13,7,2,4149
2025-11-05 00:41:45.654481,The Brothers Hamato,74,1075,16,101,7,32011
2025-11-05 00:41:45.654481,For the Family,40,378,9,22,1,4417
2025-11-05 00:41:45.654481,Noose Loosely Wound,432,10711,45,580,18,73440
2025-11-05 00:41:45.654481,Blame (Lies),41,508,8,14,1,2486
2025-11-05 00:41:45.654481,I am my father's daughter,51,475,6,5,1,3810
2025-11-05 00:41:45.654481,immutable,102,737,14,10,1,2997
2025-11-05 00:41:45.654481,father/daughter,74,848,13,27,1,2447
2025-11-05 00:41:45.654481,brother (noun),71,744,10,25,1,2206
2025-11-05 00:41:45.654481,Annihilation: Hamato,165,1383,12,44,1,3354
2025-11-05 00:41:45.654481,Puppet Tightly Strung,904,19082,153,640,17,60028
2025-11-05 00:41:45.654481,blood of the covenant,187,1538,35,41,1,3106
2025-11-05 00:41:45.654481,"Lone Rat, No Cubs",63,543,8,6,1,645
2025-11-05 00:41:45.654481,Aegis,267,2372,25,23,1,1783
2025-11-05 00:41:45.654481,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-11-05 00:41:45.654481,Reunited,214,1634,7,15,1,3512
2025-11-05 00:41:45.654481,Wedding,204,1749,13,7,2,4149
2025-11-05 16:35:12.891047,The Brothers Hamato,74,1078,16,101,7,32011
2025-11-05 16:35:12.891047,For the Family,40,378,9,22,1,4417
2025-11-05 16:35:12.891047,Noose Loosely Wound,432,10713,45,580,18,73440
2025-11-05 16:35:12.891047,Blame (Lies),41,509,8,14,1,2486
2025-11-05 16:35:12.891047,I am my father's daughter,51,475,6,5,1,3810
2025-11-05 16:35:12.891047,immutable,102,737,14,10,1,2997
2025-11-05 16:35:12.891047,father/daughter,74,848,13,27,1,2447
2025-11-05 16:35:12.891047,brother (noun),71,745,10,25,1,2206
2025-11-05 16:35:12.891047,Annihilation: Hamato,165,1384,12,44,1,3354
2025-11-05 16:35:12.891047,Puppet Tightly Strung,905,19092,153,640,17,60028
2025-11-05 16:35:12.891047,blood of the covenant,187,1539,35,41,1,3106
2025-11-05 16:35:12.891047,"Lone Rat, No Cubs",63,543,8,6,1,645
2025-11-05 16:35:12.891047,Aegis,267,2373,25,23,1,1783
2025-11-05 16:35:12.891047,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-11-05 16:35:12.891047,Reunited,214,1634,7,15,1,3512
2025-11-05 16:35:12.891047,Wedding,204,1749,13,7,2,4149
2025-11-05 18:00:10.129305,The Brothers Hamato,74,1079,16,101,7,32011
2025-11-05 18:00:10.129305,For the Family,40,378,9,22,1,4417
2025-11-05 18:00:10.129305,Noose Loosely Wound,432,10713,45,580,18,73440
2025-11-05 18:00:10.129305,Blame (Lies),41,509,8,14,1,2486
2025-11-05 18:00:10.129305,I am my father's daughter,51,475,6,5,1,3810
2025-11-05 18:00:10.129305,immutable,102,737,14,10,1,2997
2025-11-05 18:00:10.129305,father/daughter,74,848,13,27,1,2447
2025-11-05 18:00:10.129305,brother (noun),71,745,10,25,1,2206
2025-11-05 18:00:10.129305,Annihilation: Hamato,165,1384,12,44,1,3354
2025-11-05 18:00:10.129305,Puppet Tightly Strung,905,19092,153,640,17,60028
2025-11-05 18:00:10.129305,blood of the covenant,187,1539,35,41,1,3106
2025-11-05 18:00:10.129305,"Lone Rat, No Cubs",63,543,8,6,1,645
2025-11-05 18:00:10.129305,Aegis,267,2373,25,23,1,1783
2025-11-05 18:00:10.129305,Does it make you uncomfortable?,274,2076,26,12,1,2346
2025-11-05 18:00:10.129305,Reunited,214,1634,7,15,1,3512
2025-11-05 18:00:10.129305,Wedding,204,1749,13,7,2,4149
2025-11-06 00:00:10.430665,The Brothers Hamato,74,1082,16,101,8,37583
2025-11-06 00:00:10.430665,For the Family,40,378,9,22,1,4417
2025-11-06 00:00:10.430665,Noose Loosely Wound,432,10716,45,580,18,73440
2025-11-06 00:00:10.430665,Blame (Lies),41,509,8,14,1,2486
2025-11-06 00:00:10.430665,I am my father's daughter,51,475,6,5,1,3810
2025-11-06 00:00:10.430665,immutable,102,737,14,10,1,2997
2025-11-06 00:00:10.430665,father/daughter,74,848,13,27,1,2447
